id,price,developer
2290.0,4.99,id Software
2570.0,,Freegamer
8210.0,19.99,Telltale Games
2280.0,4.99,id Software
9160.0,14.99,id Software
2300.0,4.99,id Software
2270.0,4.99,id Software
9010.0,4.99,Gray Matter Studios
9040.0,2.99,Ritual Entertainment
9000.0,2.99,id Software
3810.0,9.99,Terminal Reality
9030.0,2.99,Rogue Entertainment
2310.0,4.99,id Software
3230.0,4.99,Metamorf
9310.0,12.99,Relic Entertainment
7670.0,19.99,"2K Boston,2K Australia"
4570.0,12.99,Relic Entertainment
4580.0,12.99,Relic Entertainment
4760.0,9.99,The Creative Assembly
4770.0,4.99,The Creative Assembly
50970.0,6.99,Big Fish Games
12170.0,,Rockstar North
12180.0,,Rockstar North
12130.0,9.99,Rockstar North
12160.0,9.99,Rockstar San Diego
12150.0,9.99,Remedy Entertainment
7000.0,6.99,Crystal Dynamics
12140.0,9.99,Remedy Entertainment
17480.0,19.99,EA Los Angeles
12500.0,9.99,Infinite Interactive
12310.0,9.99,Momentum Digital Media Technologies
12510.0,9.99,"Gamebryo,Virtual Playground"
12530.0,9.99,SCS Software
12520.0,9.99,SCS Software
8100.0,5.99,Pivotal Games
2780.0,7.99,Bohemia Interactive
9730.0,9.99,
9710.0,9.99,Spellbound
9800.0,4.99,Haggard Games
9760.0,2.99,Eugen Systems
2700.0,19.99,"Frontier,Aspyr (Mac)"
2710.0,2.99,Eugen Systems
13200.0,14.99,"Epic Games, Inc."
13250.0,9.99,"Epic Games, Inc."
13000.0,4.99,Sanzaru Games
13560.0,9.99,Ubisoft
13520.0,9.99,Crytek Studios
13240.0,9.99,"Epic Games, Inc."
13540.0,9.99,Ubisoft Montreal
15210.0,9.99,Ubisoft
16180.0,9.99,Last Day of Work
3520.0,4.99,SpinTop Games
15970.0,9.99,MumboJumbo
15950.0,9.99,MumboJumbo
15960.0,9.99,MumboJumbo
15900.0,9.99,MumboJumbo
15910.0,9.99,MumboJumbo
15930.0,9.99,MumboJumbo
15160.0,9.99,Ubisoft
15920.0,9.99,MumboJumbo
15080.0,9.99,"Ubisoft Bulgaria,Ubisoft Montpellier"
15200.0,9.99,Ubisoft Romania
15320.0,9.99,1C: Maddox Games
15240.0,9.99,Ubisoft Romania
8310.0,9.99,Telltale Games
12600.0,9.99,"Merscom,Babylon"
8320.0,9.99,Telltale Games
12590.0,9.99,BigAnt Studios
12580.0,9.99,Zemnott
12560.0,9.99,Gabriel Entertainment
12570.0,9.99,Zemnott
12540.0,9.99,Zemnott
11050.0,9.99,Frogwares
10520.0,,Eurocom
11040.0,9.99,Frogwares
19500.0,4.99,"Luc Bernard,SilverSphereStudios"
11260.0,7.99,Lesta Studio
19200.0,4.99,Dialogue Design
12360.0,19.99,Bugbear Entertainment
15710.0,2.99,Oddworld Inhabitants
15700.0,2.99,Oddworld Inhabitants
8660.0,7.99,SimBin
7770.0,4.99,"MicroProse Software, Inc"
7660.0,4.99,"MicroProse Software, Inc"
7760.0,4.99,"MicroProse Software, Inc"
20510.0,9.99,GSC Game World
17330.0,19.99,Crytek
17300.0,19.99,Crytek
7730.0,4.99,"MicroProse Software, Inc"
20900.0,9.99,CD PROJEKT RED
1530.0,9.99,Introversion Software
8690.0,2.99,SimBin
17120.0,2.49,"Tilted Mill Entertainment, Inc."
16810.0,19.99,Firaxis Games
19830.0,9.99,"Red Storm Entertainment,Ubisoft Montreal"
21000.0,19.99,Traveller's Tales
4460.0,9.99,Monte Cristo
17140.0,9.99,"Tilted Mill Entertainment, Inc."
15390.0,9.99,Gearbox Software
21300.0,4.99,Dark Castle Software
3050.0,4.99,Techland
15380.0,9.99,Nival
19800.0,9.99,Gearbox Software
15370.0,9.99,Nival
19930.0,19.99,Blue Byte
15350.0,9.99,Ubisoft
19810.0,9.99,Red Storm Entertainment
3540.0,4.99,"PopCap Games, Inc."
22000.0,9.99,2D BOY
2820.0,15.99,Egosoft
1230.0,0.0,Sandstorm Productions
18300.0,4.99,Shorebound Studios
20200.0,19.99,Perpetual FX Creative
12200.0,14.99,Rockstar New England
19900.0,9.99,Ubisoft Montreal
11240.0,4.99,Meridian4
256522.0,4.99,RailSimulator.com
275144.0,4.99,RailSimulator.com
256521.0,4.99,RailSimulator.com
222569.0,4.99,Reppo
256535.0,4.99,RailSimulator.com
256611.0,4.99,Dovetail Games
256576.0,4.99,Dovetail Games
9480.0,9.99,Volition
17470.0,19.99,EA Redwood Shores
12770.0,9.99,Liquid Entertainment
17410.0,19.99,DICE
18500.0,9.99,Hidden Path Entertainment
16450.0,14.99,Monolith
15400.0,7.99,Oxeye Game Studio
18600.0,9.99,Inventive Dingo
11340.0,4.99,Meridian4
25830.0,9.99,Black Sea Studios Ltd
23460.0,5.99,Realmforge Studios
10600.0,2.99,"The Creative Assembly,Feral Interactive (Mac),Feral Interactive (Linux)"
21010.0,4.99,Deadline Games
22180.0,9.99,Frictional Games
13210.0,19.99,"Epic Games, Inc."
12640.0,9.99,Radon Labs
21600.0,,Certain Affinity™
27020.0,4.99,Tale of Tales
24740.0,19.99,Criterion Games
90047.0,,Zombie Master Team
26000.0,9.99,Twisted Pixel Games
26006.0,1.25,Twisted Pixel Games
26005.0,1.25,Twisted Pixel Games
11330.0,4.99,IonFX
27800.0,9.99,Llamasoft LTD
9850.0,14.99,"InnoGlow,Stormregion,THQ Nordic"
3600.0,4.99,SpinTop Games
29580.0,19.99,ArenaNet®
29540.0,19.99,ArenaNet®
29560.0,19.99,ArenaNet®
29570.0,29.99,ArenaNet®
23700.0,14.99,Infinite Interactive
16060.0,9.99,MumboJumbo
1930.0,9.99,Reality Pump Studios
18470.0,9.99,Spellbound
7510.0,9.99,Gaijin Entertainment
22200.0,9.99,ACE Team
26007.0,1.25,Twisted Pixel Games
25900.0,6.99,1C Company
16200.0,9.99,Last Day of Work
7840.0,2.99,Sky Fallen
8890.0,4.99,Irrational Games
8880.0,4.99,Irrational Games
34500.0,14.99,SaintXi
1280.0,0.0,Darklight Games
10150.0,19.99,Radical Entertainment
29160.0,4.99,Erik Svedäng
12470.0,4.99,Ascaron Entertainment ltd.
22340.0,4.99,Headfirst Productions
22330.0,14.99,Bethesda Game Studios
22320.0,14.99,Bethesda Game Studios
900883.0,19.99,Bethesda Game Studios®
12440.0,4.99,Deck 13
32710.0,9.99,NovaLogic
32740.0,9.99,NovaLogic
12460.0,4.99,Mascot Entertainment
21980.0,9.99,Techland
31860.0,6.99,HeR Interactive
31900.0,6.99,HeR Interactive
31920.0,6.99,HeR Interactive
31930.0,6.99,HeR Interactive
35800.0,0.0,Digital Eel
12690.0,9.99,
31170.0,19.99,Telltale Games
21660.0,19.99,Capcom
6080.0,9.99,Frontier
6010.0,5.99,LucasArts
6090.0,5.99,Planet Moon Studios
6060.0,9.99,Pandemic Studios
32310.0,5.99,LucasArts
32330.0,19.99,Traveller's Tales
32360.0,9.99,LucasArts
35300.0,12.99,GFI Russia
35310.0,9.99,Targem Games
31980.0,6.99,HeR Interactive
31990.0,,Her Interactive
10140.0,9.99,Wanako Games
10100.0,19.99,Sierra
10130.0,19.99,Saber Interactive
10110.0,19.99,Sierra
1256.0,7.99,Tripwire Interactive
10120.0,9.99,Artech Studios
33520.0,6.99,"PopTop Software,BreakAway Games,Frog City Software"
3610.0,4.99,SpinTop Games
21680.0,9.99,Capcom
21670.0,9.99,Capcom
21030.0,4.99,Deadline Games
36000.0,4.99,Sakari Indie
32370.0,9.99,"BioWare,Aspyr (Mac)"
29180.0,9.99,Hemisphere Games
38410.0,9.99,Black Isle Studios
38420.0,9.99,14° East
38430.0,9.99,Xatrix Entertainment
38440.0,9.99,Shiny Entertainment
35050.0,,IO Interactive
31180.0,19.99,Telltale Games
37960.0,19.99,iWin
38000.0,9.99,iWin
37400.0,4.99,Size Five Games
13570.0,9.99,Ubisoft Montreal
11390.0,9.99,
34420.0,4.99,Unicorn Games Studio
43100.0,14.99,Blue Fang
33730.0,9.99,
35000.0,9.99,IO Interactive
39392.0,19.99,"Freeze Tag Inc.,iQ212"
39391.0,19.99,"Freeze Tag Inc.,Joju Games,Linksolutions Ltd.,Dekovir Entertainment"
37600.0,2.99,"Vectorpark, Inc."
24029.0,24.99,All Aboard
32140.0,9.99,MumboJumbo
31190.0,19.99,Telltale Games
32770.0,19.99,NovaLogic
208306.0,17.99,Dovetail Games
37300.0,9.99,PlayFirst
208300.0,19.99,Dovetail Games
40300.0,9.99,Piranha Bytes
35070.0,3.99,Honeyslug
10606.0,9.99,"The Creative Assembly,Feral Interactive (Mac),Feral Interactive (Linux)"
40700.0,9.99,Amanita Design
24840.0,9.99,EA Los Angeles
24870.0,19.99,Slightly Mad Studios
41500.0,14.99,Runic Games
24800.0,19.99,EA Los Angeles
901735.0,19.99,FireFly Studios
42800.0,4.99,Nitro Games
39560.0,9.99,Homegrown Games
39550.0,14.99,"Phenomic,THQ Nordic"
40330.0,9.99,Animation Arts
40320.0,4.99,Stormregion
31200.0,19.99,Telltale Games
3130.0,4.99,1C Company
41100.0,4.99,Konstantin Koshutin
39540.0,9.99,Phenomic
34640.0,9.99,Wargaming.net
34630.0,9.99,Wargaming.net
42200.0,6.99,HeR Interactive
41000.0,14.99,Croteam
40340.0,9.99,Animation Arts
17450.0,19.99,BioWare
37100.0,4.99,Citeremis Inc.
37500.0,1.99,Yullaby
42810.0,9.99,Crystal Empire Games
10180.0,19.99,"Infinity Ward,Aspyr (Mac)"
32440.0,19.99,"Traveller's Tales,Feral Interactive (Mac)"
11450.0,4.99,"Triumph Studios,Virtual Programming"
12710.0,9.99,"Triumph Studios,Virtual Programming"
24790.0,14.99,EA Los Angeles
29120.0,4.99,KranX Productions
24810.0,19.99,EA Los Angeles
41800.0,14.99,Positech Games
45300.0,9.99,Gaijin Entertainment
41900.0,9.99,inXile Entertainment
35420.0,0.0,Defence Alliance Team
32430.0,19.99,"LucasArts,Aspyr Studios"
25806.0,9.99,Paradox Interactive
22370.0,19.99,Bethesda Game Studios
41802.0,5.99,Positech Games
38080.0,9.99,Hip Soft
38090.0,9.99,Hip Soft
38100.0,9.99,Hip Soft
38070.0,9.99,iWin
38210.0,1.99,Spidermonk Entertainment
45700.0,19.99,Capcom
46410.0,9.99,ClockStone Studios
38110.0,9.99,Hip Soft
17570.0,0.0,Octoshark Studios
38130.0,4.99,Alawar
38160.0,9.99,Alawar
38150.0,9.99,Alawar
38120.0,4.99,Alawar
38140.0,4.99,Alawar
36300.0,6.99,Sandlot Games
36310.0,6.99,Sandlot Games
36320.0,6.99,Cateia Games
37030.0,9.99,Chaos Concept
32450.0,19.99,Traveller's Tales
34180.0,,Eurocom
44100.0,4.99,New Star Games Ltd
25960.0,0.99,Paradox Interactive
46250.0,6.99,The Farm 51
38180.0,9.99,Awem Studio
10695.0,7.49,Rebellion
41050.0,9.99,Croteam
24055.0,19.99,All Aboard
48700.0,19.99,TaleWorlds Entertainment
39900.0,4.99,ZoopTEK
49900.0,4.99,Beatnik Games
42120.0,9.99,Fatshark
12220.0,19.99,Rockstar North / Toronto
45730.0,4.99,Other Ocean Interactive
45400.0,0.99,Nemesys Games
49600.0,9.99,Cold Beam Games
901399.0,19.99,Telltale Games
43500.0,9.99,Realmforge Studios
45302.0,4.99,Gaijin Entertainment
40930.0,4.99,The Odd Gentlemen
39640.0,4.99,THQ Nordic
39630.0,4.99,THQ Nordic
23150.0,1.99,Red Chain Games Ltd.
50940.0,9.99,Big Fish Games
50920.0,9.99,Big Fish Games
34178.0,2.99,"The Creative Assembly,Feral Interactive (Mac)"
37340.0,6.99,Sarbakan
37390.0,6.99,PlayFirst
37310.0,6.99,Absolutist Ltd.
37360.0,6.99,PlayFirst
49000.0,6.99,PlayFirst
37330.0,6.99,PlayFirst
37320.0,6.99,PlayFirst
37370.0,6.99,PlayFirst
37380.0,6.99,PlayFirst
19080.0,9.99,G5 Entertainment
31700.0,,ISOTX
19030.0,14.99,Climax Studios
50820.0,,Press Play
49800.0,4.99,Muse Games
33650.0,4.99,Ideas Pad
901478.0,19.99,Ubisoft
33660.0,4.99,Kokakiki
34281.0,2.99,SEGA
34272.0,2.99,SEGA
34270.0,61.99,D3T Limited
34276.0,2.99,SEGA
34274.0,2.99,SEGA
34275.0,2.99,SEGA
34277.0,2.99,SEGA
34273.0,2.99,SEGA
34280.0,2.99,SEGA
34278.0,4.99,SEGA
34282.0,2.99,SEGA
34279.0,2.99,SEGA
34010.0,14.99,Obsidian Entertainment
22610.0,9.99,Team17 Software Ltd.
22440.0,4.99,Bethesda Game Studios
18508.0,0.99,Hidden Path Entertainment
22430.0,4.99,Bethesda Game Studios
22410.0,4.99,Bethesda Game Studios
22420.0,4.99,Bethesda Game Studios
630.0,0.0,Valve
22400.0,4.99,Bethesda Game Studios
24780.0,19.99,"EA - Maxis,Aspyr (Mac)"
33670.0,14.99,"Akella,.dat"
40420.0,4.99,"Arcen Games, LLC"
34920.0,9.99,Invent4 Entertainment
48136.0,3.99,Blue Byte
46720.0,9.99,Dagger Games
28000.0,9.99,IO Interactive
39680.0,9.99,Rune Forge
25962.0,0.99,Paradox Interactive
24634.0,19.99,N3V Games
63900.0,4.99,Ino-Co
50130.0,29.99,"2K Czech,Feral Interactive (Mac)"
24075.0,4.99,Dovetail Games
47540.0,9.99,Infinite Interactive
50510.0,9.99,doublesix
25760.0,1.99,Playbrains
25763.0,1.99,Playbrains
25762.0,1.99,Playbrains
25764.0,2.99,Playbrains
42980.0,9.99,Paradox Development Studio
48800.0,19.99,VStep
22600.0,19.99,Team17 Digital Ltd
46770.0,14.99,Muzzy Lane Software
65700.0,8.99,Bohemia Interactive
42960.0,19.99,Paradox Development Studio
27930.0,,DnS Development
25761.0,1.99,Playbrains
28010.0,5.99,IO Interactive
28012.0,1.99,IO Interactive
24640.0,19.99,N3V Games
28011.0,2.99,IO Interactive
4850.0,4.99,GSC Game World
57640.0,5.99,Revolution Software Ltd
62100.0,4.99,Zoë Mode
50145.0,9.99,"2K Czech,Feral Interactive (Mac)"
34841.0,1.99,City Interactive
70300.0,4.99,Terry Cavanagh
48137.0,3.99,Blue Byte
57300.0,19.99,Frictional Games
70400.0,19.99,EasyGameStation
46600.0,3.99,Dedication Games
34314.0,2.99,SEGA
34310.0,2.99,SEGA
70100.0,4.99,exosyphen studios
70110.0,4.99,exosyphen studios
38600.0,9.99,Subsoap
57620.0,14.99,Gaming Minds Studios
34284.0,2.99,SEGA
63910.0,14.99,Katauri Interactive
24082.0,4.99,Dovetail Games
8930.0,29.99,"Firaxis Games,Aspyr (Mac, Linux)"
49310.0,4.99,Nitro Games
41060.0,9.99,Croteam
70900.0,9.99,Blind Mind Studios
9940.0,2.99,Krome Studios
22650.0,9.99,Team17 Digital Ltd
901553.0,,Croteam
50620.0,19.99,Vigil Games
2840.0,4.99,Egosoft
42920.0,9.99,NeoCoreGames
29700.0,19.99,ArenaNet®
2850.0,4.99,Egosoft
61510.0,9.99,Triumph Studios
70200.0,7.99,I Sioux Game Productions B.V.
70210.0,14.99,I Sioux Game Productions B.V.
61520.0,9.99,Triumph Studios
61500.0,5.99,Triumph Studios
47790.0,19.99,Electronic Arts
46450.0,9.99,"Headup Games,Silent Dreams"
45750.0,19.99,"CAPCOM CO., LTD."
57800.0,4.99,Stickmen Studios
22380.0,9.99,Obsidian Entertainment
67000.0,6.99,Dmytry Lavrov
80300.0,4.99,Ivy Games
50000.0,9.99,Noumenon Games
16868.0,4.99,"Firaxis Games,Aspyr (Mac, Linux)"
18040.0,14.99,Hothead Games
71115.0,2.99,SEGA
34317.0,2.99,SEGA
71114.0,2.99,SEGA
71112.0,2.99,SEGA
71113.0,4.99,SEGA
71111.0,2.99,SEGA
71110.0,2.99,SEGA
34319.0,2.99,SEGA
34318.0,2.99,SEGA
34316.0,2.99,SEGA
34315.0,2.99,SEGA
6120.0,9.99,Klei Entertainment
35460.0,9.99,Teotl Studios
32500.0,19.99,Aspyr Studios
62000.0,4.99,Firemint
33570.0,4.99,Ascaron Entertainment ltd.
63700.0,9.99,Gaijin Games
46362.0,1.99,1C Company
49320.0,4.99,Nitro Games
72400.0,4.99,Tomkorp Computer Solutions Inc.
42964.0,1.99,Paradox Interactive
43011.0,3.99,Double Helix Games
33980.0,9.99,Centauri Production
65710.0,6.99,Centauri Production
33990.0,12.99,Centauri Production
33950.0,4.99,Altar Games
65400.0,9.99,React Games
42700.0,39.99,Treyarch
38923.0,0.99,Sonic Boom Games
72500.0,4.99,Joshyy
15740.0,4.99,Oddworld Inhabitants
38924.0,1.99,Sonic Boom Games
15750.0,9.99,Oddworld Inhabitants
45500.0,4.99,"Ntreev Soft Co., Ltd."
31290.0,19.99,Telltale Games
12100.0,9.99,Rockstar Games
12120.0,14.99,Rockstar Games
35135.0,3.49,Crystal Dynamics Inc.
35137.0,3.49,Crystal Dynamics Inc.
35138.0,3.49,Crystal Dynamics
35136.0,3.49,Crystal Dynamics Inc.
12110.0,9.99,Rockstar Games
33390.0,9.99,Brightside Games
92300.0,4.99,Extend Studio
80000.0,14.99,BlueGiant Interactive
47780.0,19.99,Visceral Games
51060.0,9.99,Big Fish Studios
65080.0,4.99,Cateia Games
71168.0,2.99,SEGA
63200.0,4.99,Uber Entertainment
60340.0,9.99,MumboJumbo
71116.0,2.99,SEGA
71161.0,2.99,SEGA
71119.0,2.99,SEGA
71118.0,2.99,SEGA
71117.0,2.99,SEGA
71166.0,4.99,SEGA
71165.0,2.99,SEGA
71163.0,4.99,SEGA
71164.0,2.99,SEGA
71162.0,4.99,SEGA
71160.0,2.99,SEGA
71120.0,2.99,SEGA
47890.0,19.99,The Sims Studio
48802.0,3.99,VStep
47896.0,19.99,The Sims Studio
47892.0,19.99,The Sims Studio
47894.0,19.99,The Sims Studio
47893.0,19.99,The Sims Studio
47895.0,19.99,The Sims Studio
42000.0,4.99,Trinoteam
47570.0,14.99,Virtual Prophecy Entertainment
47897.0,19.99,The Sims Studio
57700.0,5.99,Mediatonic
63660.0,5.99,Cyan Worlds
90504.0,2.99,Petroglyph
7520.0,19.99,Reality Pump Studios
99200.0,,Jellyvision
9930.0,19.99,Eden Studios
24449.0,3.99,NeoCoreGames
41814.0,6.99,Positech Games
42925.0,3.99,NeoCoreGames
57650.0,9.99,Realmforge Studios
40407.0,4.99,"Arcen Games, LLC"
33770.0,19.99,DTP
47800.0,9.99,Stainless Games
18408.0,4.99,Fakt Software
63710.0,9.99,Gaijin Games
55100.0,19.99,"Kaos Studios,Digital Extremes"
80200.0,9.99,Red Redemption
92400.0,2.99,Copenhagen Game Collective
56436.0,0.99,"Relic Entertainment,Feral Interactive (Mac/Linux)"
56435.0,0.99,"Relic Entertainment,Feral Interactive (Mac/Linux)"
56433.0,2.99,"Relic Entertainment,Feral Interactive (Mac/Linux)"
56432.0,0.99,"Relic Entertainment,Feral interactive (Mac/Linux)"
56431.0,0.99,"Relic Entertainment,Feral interactive (Mac/Linux)"
39120.0,0.0,Trion Worlds
56437.0,29.99,"Relic Entertainment,Feral Interactive (Mac/Linux)"
94000.0,3.99,Stout Games
56434.0,2.99,"Relic Entertainment,Feral Interactive (Mac/Linux)"
92700.0,9.99,Black Lion Studios
73012.0,3.99,Colossal Order Ltd.
48803.0,3.99,VStep
56536.0,6.99,"Relic Entertainment,Feral Interactive (Mac/Linux)"
44620.0,3.99,SimBin
91200.0,9.99,11 bit studios
46790.0,14.99,Ntronium Games
73170.0,9.99,Martin Ivanov
57655.0,3.99,Realmforge Studios
70000.0,9.99,800 North and Digital Ranch
57730.0,9.99,Gaming Minds Studios
620.0,19.99,Valve
42918.0,4.99,Arrowhead Game Studios
91600.0,9.99,Coffee Stain Studios
73020.0,19.99,1C:InoCo
56482.0,2.99,"Relic Entertainment,Feral Interactive (Mac/Linux)"
56438.0,9.99,"Relic Entertainment,Feral Interactive (Mac/Linux)"
56481.0,2.99,"Relic Entertainment,Feral Interactive (Mac/Linux)"
98200.0,24.99,Mode 7
56480.0,2.99,"Relic Entertainment,Feral Interactive (Mac/Linux)"
72905.0,4.99,inner seas
22450.0,4.99,inXile Entertainment
42140.0,9.99,Fatshark
47898.0,19.99,The Sims Studio
73181.0,5.99,Colossal Order Ltd.
73031.0,0.99,Arrowhead Game Studios
9992.0,1.99,Behaviour
46490.0,7.99,Microids
46480.0,7.99,Microids
42718.0,14.99,Treyarch
39160.0,14.99,Obsidian Entertainment
57900.0,19.99,Gearbox Software
102700.0,0.0,Red Duck Inc.
9880.0,0.0,Cryptic Studios
99900.0,0.0,Grey Havens
22520.0,9.99,"Apus Software,Three Donkeys LLC"
73014.0,3.99,Colossal Order Ltd.
7530.0,9.99,Reality Pump Studios
95700.0,0.0,Peter Brinson and Kurosh ValaNejad
49470.0,19.99,Stainless Games Ltd
91810.0,9.99,Bacon Wrapped Games
49604.0,4.99,Cold Beam Games
98210.0,5.99,Mode 7
97000.0,9.99,Murudai
46760.0,9.99,Totem Games
46830.0,9.99,Totem games
73035.0,2.99,Arrowhead Game Studios
46840.0,9.99,Totem Games
21100.0,19.99,Day 1 Studios
73037.0,1.99,Arrowhead Game Studios
73036.0,1.99,Arrowhead Game Studios
24635.0,19.99,N3V Games
901679.0,1.99,Arrowhead Game Studios
25810.0,1.99,Paradox Interactive
99100.0,14.99,Bedlam Games
44660.0,3.99,SimBin
90209.0,6.99,Giants Software
25809.0,1.99,Paradox Interactive
42903.0,4.99,Paradox Development Studio
22631.0,4.99,Team17 Digital Ltd
22634.0,4.99,Team17 Digital Ltd
22633.0,4.99,Team17 Digital Ltd
57656.0,2.99,Realmforge Studios
22632.0,4.99,Team17 Digital Ltd
94590.0,9.99,Telltale Games
35425.0,7.99,Tripwire Interactive
73192.0,3.99,Ageod
105700.0,0.99,Secret Base
72750.0,4.99,Obsidian Entertainment
56538.0,6.99,"Relic Entertainment,Feral Interactive (Mac/Linux)"
63950.0,,1C: Maddox Games
61100.0,4.99,YeaBoing
65228.0,8.99,Dovetail Games
55205.0,0.99,"Kaos Studios,Digital Extremes"
102200.0,9.99,Mystic Box
64013.0,1.99,Digitalmindsoft
15522.0,1.99,"Dejobaan Games, LLC"
63802.0,0.99,Lunar Giant
92302.0,0.99,Extend Studio
73183.0,2.99,Colossal Order Ltd.
42210.0,6.99,HeR Interactive
65790.0,4.99,Bohemia Interactive
92803.0,1.99,Zachtronics
57690.0,14.99,Haemimont Games
42220.0,6.99,HeR Interactive
42230.0,6.99,HeR Interactive
111000.0,6.99,Total Eclipse
73193.0,3.99,Ageod
38740.0,6.99,Two Tribes
99612.0,4.99,"Firaxis Games,Aspyr (Mac, Linux)"
99614.0,4.99,"Firaxis Games,Aspyr (Mac, Linux)"
91604.0,9.99,Coffee Stain Studios
70120.0,4.99,exosyphen studios
107200.0,9.99,MinMax Games Ltd.
97108.0,3.99,TimeGate Studios
97106.0,2.99,TimeGate Studios
97107.0,3.99,TimeGate Studios
56487.0,6.99,"Relic Entertainment,Feral Interactive (Mac/Linux)"
72760.0,4.99,Obsidian Entertainment
99910.0,0.0,Three Rings
18070.0,14.99,Hothead Games
55150.0,29.99,Relic
63940.0,7.99,1C Company
98400.0,14.99,Flying Wild Hog
73194.0,3.99,Ageod
46520.0,9.99,"Octane Games,Meridian4"
22230.0,9.99,ACE Team
35450.0,19.99,Tripwire Interactive
33420.0,9.99,
73185.0,5.99,Colossal Order Ltd.
49473.0,4.99,Stainless Games Ltd
73210.0,9.99,Paradox Development Studio
110600.0,4.99,PomPom
200080.0,6.99,HeR Interactive
200440.0,9.99,Reality Pump Studios
111400.0,4.99,NGD Studios
57923.0,9.99,Gearbox Software
48220.0,19.99,Blackhole
9420.0,14.99,Gas Powered Games
113200.0,4.99,Edmund McMillen and Florian Himsl
90208.0,6.99,Giants Software
200230.0,4.99,1C-Avalon
9350.0,14.99,Gas Powered Games
901776.0,18.99,Red Redemption
201100.0,1.99,Steel Monkeys
80202.0,2.99,Red Redemption
80204.0,4.99,Red Redemption
34842.0,1.99,City Interactive
95900.0,5.99,"Games Farm,3Division"
80207.0,3.99,Red Redemption
45770.0,19.99,Capcom Vancouver
18080.0,1.99,Hothead Games
200670.0,14.99,"Akella,.dat"
108210.0,0.0,Days of Wonder
65231.0,8.99,Dovetail Games
115100.0,9.99,Double Fine Productions
47930.0,19.99,The Sims Studio
41816.0,5.99,Positech Games
201480.0,4.99,"Vlambeer,Croteam"
200910.0,4.99,Iridium Studios
200130.0,4.99,Ideas Pad
201490.0,9.99,b-Alive
65610.0,14.99,Spellbound Studios
43190.0,8.99,KTX Software
102622.0,1.99,Robot Entertainment
39270.0,6.99,Obsidian Entertainment
24200.0,0.0,Daybreak Game Company
55370.0,,Volition
57696.0,2.99,"Haemimont Games,Feral Interactive (Mac)"
71340.0,19.99,Devil's Details
202670.0,6.99,HeR Interactive
102623.0,2.99,Robot Entertainment
115300.0,39.99,"Infinity Ward,Sledgehammer Games,Aspyr (Mac)"
110800.0,19.99,"Team Bondi,Rockstar Leeds"
110810.0,11.99,"Team Bondi,Rockstar Leeds"
64016.0,1.99,Digitalmindsoft
94203.0,4.99,Final Form Games
94202.0,2.99,Final Form Games
